RAJ2000,DEJ2000,sf,Plate,MJD,Fib,logHeII/Hb,log[NII]/Ha,Class,BPT,SN,WR,WRcl,Sloan
h:m:s,d:m:s, , , , ,[-],[-], , , , , ,
-----------,------------,-,----,-----,---,-----,-----,-------------,-------------,----,------,-,-----
09 19 47.81,+02 31 43.38, ,473,51929,457,-0.84,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 09 44.82,+02 32 12.70, ,517,52024,591,-0.8,-1.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 52 16.76,+02 33 35.93, ,515,52051,190,-0.69,-0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 10 08.52,+02 36 48.19, ,502,51957,468,-0.49,-0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 40 46.59,+02 36 54.14, ,594,52045,314,-0.91,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 52 19.41,+02 37 56.90, ,530,52026,592,-0.87,-0.54,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 14 14.34,+02 38 01.78, ,567,52252,259,-0.42,-0.4,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 39 58.35,+02 40 11.63, ,477,52026,449,-0.68,-0.93,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 23 24.14,+02 40 44.44, ,519,52283,487,-0.64,-0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 45 44.99,+02 41 26.95, ,514,51994,485,-0.58,0,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
09 01 41.94,+02 46 20.93, ,566,52238,286,     ,-3.28,             ,             ,    ,Non-WR, ,Sloan
13 10 58.37,+02 47 10.59, ,525,52295,469,-0.59,-0.01,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
13 40 21.13,+02 47 11.45, ,528,52022,585,-0.52,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 01 31.74,+02 47 13.84, ,566,52238,281,0.83,-0.69,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
13 33 32.08,+02 47 43.34, ,528,52022,342,-1.05,-0.62,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 40 12.70,+02 47 43.53, ,536,52024,575,-0.79,-0.45,AGN          ,AGN          ,OKSN,WR    ,3,Sloan
12 13 54.86,+02 47 53.03, ,517,52024,633,-1.32,-0.23,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
09 30 33.99,+02 49 08.07, ,568,52254,14,-1.01,-0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 34 01.67,+02 52 17.74, ,593,52026,151,-0.75,-0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 08 11.11,+02 52 41.82,F,517,52024,504,-1.84,-0.27,SF           ,SF           ,OKSN,WR    ,3,Sloan
13 02 49.11,+02 53 34.59, ,524,52027,428,-0.4,-0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 34 46.25,+02 55 15.72, ,513,51989,378,-1.52,-0.3,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
10 02 05.46,+02 58 10.60, ,501,52235,374,     ,     ,             ,             ,    ,Non-WR, ,Sloan
13 35 48.25,+02 59 56.14, ,528,52022,428,-1.1,0.07,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
15 05 13.94,+03 01 43.52, ,589,52055,88,-1.07,-1.16,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
10 04 59.41,+03 02 02.01, ,501,52235,523,-0.65,0,             ,             ,    ,Non-WR, ,Sloan
09 59 58.23,+03 02 32.92, ,501,52235,330,-0.72,-0.04,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
13 20 48.39,+03 02 40.51, ,526,52312,457,-0.72,-0.65,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 02 07.04,+03 03 27.67, ,501,52235,366,-1.11,-0.23,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
15 41 54.83,+03 05 06.20, ,594,52045,254,-0.37,-0.27,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 23 18.81,+03 08 07.14, ,526,52312,616,-0.63,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 41 03.33,+03 11 16.54, ,594,52027,392,-0.38,-0.13,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
08 46 22.54,+03 13 22.16, ,564,52224,508,-0.56,-0.53,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 02 49.97,+03 13 41.12, ,566,52238,274,0.46,0,             ,             ,    ,Non-WR, ,Sloan
15 34 31.02,+03 15 27.73, ,593,52026,145,-0.84,0,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 48 06.56,+03 18 01.92, ,570,52266,28,-0.72,-0.65,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
11 49 00.68,+03 20 52.60, ,514,51994,610,-0.61,-0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 19 01.53,+03 21 38.04, ,574,52355,6,-0.59,-0.48,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 52 27.32,+03 23 53.57, ,523,52026,329,-0.75,-0.5,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 26 42.82,+03 25 42.52, ,568,52254,142,-1.13,-0.41,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 55 41.79,+03 25 48.58, ,580,52368,289,-0.37,0.34,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
11 33 26.34,+03 26 54.40, ,837,52642,89,-0.95,-0.36,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 53 14.35,+03 26 58.59, ,515,52051,452,-0.92,0,             ,             ,    ,Non-WR, ,Sloan
13 33 46.15,+03 28 00.45, ,528,52022,374,-0.22,0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 21 44.97,+03 30 55.72, ,526,52312,537,-0.7,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
09 31 17.80,+03 31 19.62, ,568,52254,37,-0.59,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 29 29.27,+03 31 37.45, ,593,52026,364,-0.46,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 40 25.51,+03 33 01.76, ,564,52224,322,-0.98,-0.76,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
09 05 31.08,+03 35 30.38,F,566,52238,497,-1.93,-1.78,SF           ,SF           ,OKSN,WR    ,1,Sloan
15 19 35.49,+03 36 24.94, ,591,52022,57,-0.76,-0.11,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 01 35.81,+03 36 47.80, ,572,52289,109,-0.99,-0.3,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 51 20.22,+03 37 16.53, ,855,52375,205,-0.53,     ,AGN          ,Low SN SN    ,    ,Non-WR, ,Sloan
15 11 47.47,+03 38 27.28, ,590,52057,153,-0.64,0.04,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 47 09.25,+03 38 37.88, ,854,52373,54,-0.73,-0.13,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
12 26 34.69,+03 40 50.90, ,519,52283,569,-0.65,0,             ,             ,    ,Non-WR, ,Sloan
15 05 56.56,+03 42 26.31, ,589,52055,111,-0.42,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 36 57.88,+03 43 38.43, ,577,52367,136,0.79,0.16,Low S/N Liner,Low S/N Liner,    ,Non-WR, ,Sloan
10 34 46.21,+03 44 13.16, ,577,52367,256,0.97,0.11,             ,             ,    ,Non-WR, ,Sloan
09 34 41.85,+03 45 12.65, ,569,52264,493,-0.67,-0.5,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 05 19.24,+03 45 33.91, ,582,52045,139,-0.53,0.11,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
10 02 16.46,+03 46 01.30, ,572,52289,115,-0.45,0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 55 26.08,+03 46 09.66, ,572,52289,319,-0.75,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 01 35.81,+03 46 53.91, ,841,52375,50,-0.44,-1.04,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
09 01 47.30,+03 48 01.37, ,566,52238,334,-0.64,0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 16 07.34,+03 48 04.73, ,591,52022,457,-1.05,-0.3,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
15 15 49.51,+03 49 59.93, ,591,52022,419,-0.47,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 08 03.04,+03 51 14.58, ,850,52338,245,-0.92,-0.74,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
10 44 57.79,+03 53 13.15,F,578,52339,60,-1.8,-2.55,SF           ,SF           ,OKSN,Non-WR,0,Sloan
13 16 59.37,+03 53 19.85, ,851,52376,219,-0.7,-0.75,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 45 06.39,+03 55 51.14, ,570,52266,515,-0.64,-0.34,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
11 06 21.96,+03 57 47.12, ,581,52356,211,-0.73,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 35 13.18,+04 02 03.70, ,577,52367,193,     ,1.22,             ,             ,    ,Non-WR, ,Sloan
09 23 26.74,+04 02 48.77, ,568,52254,429,-0.67,-0.09,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
15 12 33.27,+04 03 02.74, ,591,52022,338,-0.43,-0.11,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
15 51 44.73,+04 04 44.56, ,2951,54592,262,-0.47,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 38 48.15,+04 07 34.05, ,1186,52646,21,-0.64,-0.02,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 26 11.90,+04 15 36.06,F,2880,54509,95,-2,-1.66,SF           ,SF           ,OKSN,Non-WR, ,Sloan
15 17 05.42,+04 17 11.04, ,591,52022,519,-0.41,0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 52 24.88,+04 17 26.23, ,2950,54559,23,-0.52,-1.18,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
12 27 39.83,+04 19 32.43, ,2880,54509,63,-0.87,-0.57,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 43 21.97,+04 24 12.09, ,570,52266,454,-1.12,-0.72,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
09 18 00.26,+04 25 06.16, ,991,52707,299,-0.6,-0.22,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
09 02 30.47,+04 27 49.50, ,1192,52649,208,-0.92,-0.76,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 24 03.38,+04 28 29.01, ,836,52376,153,-0.72,-0.41,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 26 53.92,+04 29 19.00, ,2880,54509,66,-0.62,0,             ,             ,    ,Non-WR, ,Sloan
12 21 37.94,+04 30 26.13, ,2880,54509,318,-0.73,-0.33,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 14 56.71,+04 30 47.39, ,574,52355,478,-0.97,0,             ,             ,    ,Non-WR, ,Sloan
13 38 15.87,+04 32 33.33, ,853,52374,111,-0.92,-0.07,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
15 52 05.93,+04 33 17.48, ,2951,54592,433,-0.7,-0.34,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 22 25.79,+04 34 04.77,F,2880,54509,277,-2.28,-1.33,SF           ,SF           ,OKSN,Non-WR,0,Sloan
14 05 18.48,+04 34 06.92, ,582,52045,480,-0.71,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 09 48.21,+04 34 52.95, ,1823,53886,186,-0.2,-0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 19 20.65,+04 36 23.38, ,584,52049,393,-0.78,-0.05,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
08 51 02.72,+04 36 38.79, ,1190,52670,234,-0.74,-0.15,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
15 19 07.72,+04 39 53.77, ,1834,54562,256,-0.78,0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 04 12.27,+04 40 16.83, ,849,52439,119,-1.07,0,             ,             ,    ,Non-WR, ,Sloan
12 20 12.86,+04 40 17.07, ,844,52378,70,-1.03,-0.19,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 59 18.30,+04 41 08.76, ,580,52368,226,-0.77,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 50 28.16,+04 41 41.78, ,840,52374,277,-0.55,-0.02,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 45 31.50,+04 42 32.71,F,854,52373,514,-1.97,-1.55,SF           ,SF           ,OKSN,WR    ,1,Sloan
11 35 46.72,+04 43 48.74, ,837,52642,71,-0.63,0,             ,             ,    ,Non-WR, ,Sloan
08 59 07.58,+04 44 34.40, ,1190,52670,635,-0.63,-1.32,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
12 03 24.95,+04 46 49.78, ,842,52376,228,-0.43,-0.22,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 22 37.92,+04 48 48.55, ,584,52049,489,-0.89,-0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 41 50.19,+04 49 10.10, ,839,52373,311,-0.78,-0.28,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 03 00.59,+04 51 00.23, ,1831,54557,108,-0.71,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 39 19.65,+04 52 07.56, ,1836,54567,475,-0.96,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 32 28.80,+04 53 58.41, ,1835,54563,54,-1.03,0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 35 03.49,+04 55 30.56, ,846,52407,306,-0.93,-0.3,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
14 51 55.79,+04 55 46.32, ,588,52045,419,-0.66,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 24 37.40,+04 56 18.88, ,836,52376,515,-0.74,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 11 17.99,+04 57 30.11, ,583,52055,341,-0.74,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 03 20.97,+04 57 38.09, ,1192,52649,183,-0.92,-1.19,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
12 15 00.76,+05 00 51.25, ,844,52378,276,-1.5,-0.36,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 25 15.58,+05 01 56.40, ,852,52375,439,-0.66,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
09 55 40.49,+05 02 36.72, ,572,52289,322,-0.85,-0.44,COMP         ,COMP         ,OKSN,WR    ,2,Sloan
14 00 18.43,+05 02 42.25, ,856,52339,528,-0.63,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 05 10.90,+05 03 02.94, ,1832,54259,297,-0.58,0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 27 39.77,+05 03 12.56, ,991,52707,36,-0.3,0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 59 15.66,+05 03 55.13, ,572,52289,442,-0.71,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
14 14 16.97,+05 04 17.43, ,583,52055,466,-0.46,-0.01,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 06 28.49,+05 06 20.12, ,581,52356,473,-0.45,-0.81,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
15 17 51.70,+05 06 27.72, ,1834,54562,278,-0.99,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 50 51.51,+05 06 52.15, ,1830,54560,247,-0.7,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 14 01.77,+05 07 50.61, ,1193,52652,153,-0.62,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 56 09.27,+05 09 20.92, ,994,52725,6,-0.6,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
13 20 26.49,+05 11 13.59, ,851,52376,549,-0.63,-0.69,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
09 50 19.91,+05 11 40.93, ,994,52725,257,-0.62,0,             ,             ,    ,Non-WR, ,Sloan
10 33 49.37,+05 12 58.50, ,577,52367,326,-0.11,-0.4,             ,Low SN SF    ,    ,Non-WR, ,Sloan
10 01 08.71,+05 13 13.00, ,995,52731,82,-0.78,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
12 15 28.60,+05 13 38.81, ,843,52378,152,-0.53,-0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 11 20.25,+05 15 14.16, ,581,52356,623,-0.99,-0.23,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 44 42.93,+05 15 33.32, ,1836,54567,624,-0.98,0,             ,             ,    ,Non-WR, ,Sloan
08 43 37.60,+05 15 43.87, ,1187,52708,70,2.29,0.14,             ,             ,    ,Non-WR, ,Sloan
09 15 53.53,+05 15 49.19, ,1193,52652,77,-0.32,-1.21,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
16 09 23.21,+05 16 08.80, ,1823,53886,436,-0.7,-0.4,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 39 11.51,+05 17 10.14, ,577,52367,573,1.39,     ,             ,             ,    ,Non-WR, ,Sloan
15 16 59.25,+05 17 51.52, ,1833,54561,571,-0.68,0,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 47 50.46,+05 17 52.07, ,1829,53494,97,-0.42,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 11 41.27,+05 18 09.27, ,1832,54259,119,-0.48,-0.33,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 32 38.63,+05 19 21.90, ,1827,53531,8,-0.8,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 20 29.22,+05 19 36.69, ,851,52376,550,-0.69,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 13 10.13,+05 19 42.16, ,850,52338,585,-0.84,-0.42,COMP         ,COMP         ,OKSN,WR    ,2,Sloan
09 08 16.78,+05 20 11.99, ,1192,52649,589,-0.57,-1.38,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
14 15 56.85,+05 20 29.56, ,583,52055,527,-1.15,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 50 54.59,+05 22 06.50, ,855,52375,408,-0.78,0,             ,             ,    ,Non-WR, ,Sloan
12 34 15.64,+05 22 43.17, ,845,52381,555,-0.83,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 08 48.34,+05 23 55.89, ,582,52045,562,-0.09,0,             ,             ,    ,Non-WR, ,Sloan
10 00 35.48,+05 24 28.57, ,995,52731,125,-0.85,-0.92,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 24 29.25,+05 24 51.02,F,575,52319,521,-2.07,-1.72,SF           ,SF           ,OKSN,Non-WR,0,Sloan
15 37 31.91,+05 25 13.98, ,1820,54208,13,-0.67,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
16 00 32.90,+05 26 08.82, ,1822,53172,12,-0.83,-0.64,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
09 28 13.25,+05 26 22.51, ,991,52707,623,-0.7,-0.57,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 23 28.12,+05 28 23.20, ,836,52376,453,-0.7,-0.78,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
13 19 45.96,+05 30 02.77, ,851,52376,443,     ,     ,             ,             ,    ,Non-WR, ,Sloan
13 11 53.81,+05 31 38.39, ,850,52338,502,-0.52,-0.16,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 24 08.41,+05 31 39.56, ,1826,53499,9,-0.25,0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 37 11.27,+05 31 44.65, ,1186,52646,615,0.01,0,             ,             ,    ,Non-WR, ,Sloan
10 54 39.26,+05 35 33.45, ,579,52338,606,-0.78,0,             ,             ,    ,Non-WR, ,Sloan
14 41 39.11,+05 40 40.32, ,1828,53504,29,-0.8,0,             ,             ,    ,Non-WR, ,Sloan
15 11 06.42,+05 41 22.92, ,1833,54561,404,-0.31,-0.37,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 53 51.94,+05 45 15.09, ,848,52669,372,-0.65,0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 31 49.82,+05 46 34.31, ,1819,54540,4,-0.68,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 47 25.56,+05 46 49.21, ,854,52373,566,-0.71,0.16,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
15 07 41.69,+05 50 11.39, ,1832,54259,386,-0.59,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
14 00 51.26,+05 50 24.49, ,1808,54176,96,-0.51,-0.5,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
10 02 02.09,+05 51 45.64, ,995,52731,159,-0.38,0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 58 06.89,+05 53 17.63, ,848,52669,606,-0.77,0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 16 51.30,+05 56 46.99, ,851,52376,365,-0.79,-0.46,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 25 02.05,+06 00 42.24, ,998,52750,161,-0.75,-0.32,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
08 14 04.55,+06 02 38.35, ,1295,52934,552,-0.69,0,             ,             ,    ,Non-WR, ,Sloan
12 35 29.64,+06 03 38.09, ,845,52381,603,0.84,0.44,             ,             ,    ,Non-WR, ,Sloan
16 17 45.64,+06 03 53.53, ,1731,53884,111,-0.47,-0.63,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 35 24.94,+06 08 10.66, ,1628,53474,250,-0.68,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 18 08.09,+06 08 22.34, ,844,52378,445,-1.59,-0.21,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
12 35 28.49,+06 08 43.98, ,1628,53474,216,-1.01,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 52 08.20,+06 09 15.18, ,1001,52670,54,-0.43,-0.01,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
15 27 53.81,+06 10 18.91, ,1819,54540,140,-0.07,-0.57,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 25 08.60,+06 11 12.29, ,1799,53556,127,-0.65,-0.82,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 35 27.15,+06 11 16.31, ,992,52644,580,-0.75,-0.32,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 29 04.01,+06 11 40.03, ,1618,53116,82,-0.76,-0.47,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 18 24.59,+06 12 50.13, ,1833,54561,587,-0.58,0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 13 09.29,+06 13 34.22, ,997,52734,271,-1,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 15 07.27,+06 14 01.11, ,1295,52934,583,-0.57,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 16 02.64,+06 15 14.24, ,1826,53499,311,-0.5,-0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 35 56.40,+06 16 09.58, ,1828,53504,461,-0.63,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 04 32.00,+06 16 16.77, ,1794,54504,46,-0.77,-0.52,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 14 55.89,+06 26 15.72, ,1617,53112,298,-0.49,-0.18,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 09 54.62,+06 28 13.00, ,1624,53386,243,-1.16,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 52 12.46,+06 28 45.07, ,1622,53385,253,-0.8,-0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 36 47.49,+06 28 58.30, ,1820,54208,108,-1.22,-0.18,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 24 02.60,+06 29 43.89, ,998,52750,192,-0.37,-0.63,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
08 26 40.73,+06 30 41.58, ,1296,52962,597,-0.94,-0.55,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 12 18.65,+06 31 49.05, ,1624,53386,217,-0.54,-0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 06 19.97,+06 32 02.18, ,1824,53491,162,-0.66,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 55 26.11,+06 33 58.62, ,1808,54176,318,-0.69,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 44 51.73,+06 35 48.67, ,1000,52643,80,-0.54,0.24,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 50 29.09,+06 36 10.53, ,1790,53876,17,-0.53,-1.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 25 24.45,+06 38 00.26, ,1195,52724,44,-0.71,0.02,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
16 17 11.42,+06 38 33.50, ,1732,53501,251,-0.73,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
13 45 23.87,+06 38 55.33, ,1803,54152,104,-0.62,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
10 44 08.66,+06 42 38.31, ,1000,52643,66,0.11,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 29 47.01,+06 43 34.97,F,1827,53531,503,-1.8,-1.17,SF           ,SF           ,OKSN,Non-WR,0,Sloan
13 58 26.76,+06 44 52.95, ,1808,54176,280,-0.51,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 07 47.72,+06 45 21.23, ,1825,53504,257,-0.75,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 30 30.13,+06 48 50.95, ,1801,54156,278,-0.81,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 37 51.21,+06 49 57.39, ,1828,53504,569,-0.62,-0.77,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
14 38 22.85,+06 51 20.22, ,1828,53504,561,-0.67,0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 15 45.62,+06 51 43.23, ,1617,53112,309,-0.94,-0.74,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 36 30.40,+06 53 40.30, ,1628,53474,186,0.28,-0.44,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
11 08 51.03,+06 59 01.45, ,1004,52723,182,-0.67,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 06 48.30,+06 59 12.24, ,1623,53089,105,-0.72,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 26 37.36,+06 59 41.68, ,1819,54540,496,-0.86,-1.02,AGN          ,SF           ,OKSN,WR    ,1,Sloan
15 21 16.19,+07 01 33.76, ,1818,54539,116,-0.95,-0.37,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
